TMDB_ID,SERIES,STATUS,RELEASE_DATE,RUNTIME,OVERVIEW,Vote_Average,Vote_Count,Genres,Keywords,original_name,poster_path,backdrop_path,popularity,original_language,type,number_of_episodes,number_of_seasons,homepage,Cast,Crew,Videos
137870,Love Like the Galaxy,Ended,2022-07-05,56,"Cheng Shaoshang, left behind by her parents who went off to war, faces challenges from a scheming aunt and struggles with estrangement from her family. Lacking love and security, she is cautious in choosing a marriage partner and meets three suitors: Ling Buyi, the emperor's adopted son; Yuan Shen, a talented figure from Bailu Mountain; and Lou Yao, an aristocrat. Despite a rocky path to love, Shaoshang remains steadfast. Her involvement with Ling Buyi leads them into a mystery surrounding his f...",7.424,33,Drama,"based on novel or book, slice of life, historical fiction, reverse harem, historical romance, political, slow burn romance, han dynasty, adoring, melodramatic",星汉灿烂,/wAglv9IvQvMjHIvE4xEqvUtjKG9.jpg,/wNSLw756U5JQSpG6POYxHKL2KDH.jpg,7.5725,zh,TV,56,1,,"Leo Wu, Zhao Lusi, Guo Tao",Fei Zhenxiang,【Love Like The Galaxy】Trailer | Bound by Fate and Love is Like the Galaxy | 星汉灿烂 | ENG SUB
139628,Love Me,Returning Series,2021-12-26,43,"The Mathiesons, Clara (30s), Glen (60s) and Aaron (20s), find themselves at an emotional crossroads following an unexpected event that changes their lives forever.",6.1,25,Drama,grief,Love Me,/sHeLDWexDAjxRALv4Yi0oaT0UCB.jpg,/oZoTcYBFB1r0TpTdhEQWp3zbglq.jpg,6.0082,en,TV,12,2,https://watch.binge.com.au/lp/LOVE_ME,"Bojana Novaković, Hugo Weaving, William Lodder",,Love Me | Official Trailer | BINGE
230250,Love Me Love My Voice,Ended,2023-11-30,45,"The story revolves around Gu Sheng, a music-loving senior college student who perseveres in pursuing her dreams while silently maintaining another hidden identity as a low-profile figure in the traditional music circle known as ""Sheng Sheng Man"". She yearns for an opportunity to collaborate with her crush, a renowned figure in the voice-acting community called ""Qiang Qing Ci"". By a stroke of serendipity, she crosses paths with Mo Qingcheng, who is actually ""Qiang Qing Ci"", during an event. With ...",8.3,16,Drama,"romance, calm, novel, relaxed, adaptation, male chases female first, healthy main's relationship",很想很想你,/nY5wJv8mVUGIBBuM0u03FCFy6dw.jpg,/1bKX5u5J038G9WUUiFyHOiFvR9R.jpg,2.9459,zh,TV,33,1,https://www.viu.com/ott/sg/zh/vod/2269544/%E5%BE%88%E6%83%B3%E5%BE%88%E6%83%B3%E4%BD%A0,"Tan Jianci, Zhou Ye, Hou Wenyuan",,"【Official Trailer】Love Me, Love My Voice (Tan JianCi, Zhou Ye) | 很想很想你"
75065,Love Returns,Ended,2017-11-13,35,"The drama follows the life a woman who ends up losing everything after living a turbulent life. When she starts anew from the bottom, ironically, her life blossoms. The value that holds us together is not blood nor law, but rather love and affection between us.",5.0,3,"Family, Drama",,미워도 사랑해,/aPdskvyCqW0BdeO4X7iXoyq7BgF.jpg,/7AidzktFowwOgkm575kQRthwsz4.jpg,23.3224,ko,TV,120,1,http://program.kbs.co.kr/1tv/drama/lovereturns/pc/,"Song You-hyun, Lee Sung-yeol, Pyo Ye-jin",,171113 KBS 1TV 새 일일드라마 미워도사랑해 티저
118461,Love Revolution,Ended,2001-04-09,0,"A doctor at a prestigious Tokyo hospital is feeling dissatisfied with her life. Though she has a successful career, she sees her friends with boyfriends or husbands and feels like she has missed out on something. Determined to remedy the situation, she meets a charming reporter and quickly falls for him. It seems like her troubles are over, but has she made the right decision?",7.0,1,Drama,,ラブレボリューション,/5EUMj6eetv9JvQUdTL0xsNQ5bE9.jpg,,1.2144,ja,TV,12,1,http://www.fujitv.co.jp/b_hp/lr/,"Makiko Esumi, Naohito Fujiki, Ryoko Yonekura",,
261622,Love Sucks,Returning Series,2024-10-11,30,An impossible love? Descendants of vampires and vampire hunters fall in love.,4.0,2,"Drama, Mystery, Sci-Fi & Fantasy",,Love Sucks,/AeK7PetJpjokAyz9n3mlnhfqQCY.jpg,/1DaXZfPp2SzySxF0EdC1y2xvoB1.jpg,5.8297,de,TV,8,1,https://www.zdf.de/serien/love-sucks,"Damian Hardung, Havana Joy, Rick Okon","Lea Becker, Andreas Prochaska, Marc O. Seng",
97186,Love Victor,Ended,2020-06-17,0,"Victor is a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation. When it all seems too much, he reaches out to Simon to help him navigate the ups and downs of high school.",8.59,1593,"Comedy, Drama","coming out, male friendship, high school, sequel, coming of age, in the closet, spin off, lgbt, lgbt teen, gay theme, sapphic","Love, Victor",/xnZYv0myYIhKW0iPDTh697n5qu0.jpg,/s77W7avppGDWFL6ZZs813jQ6we6.jpg,9.5844,en,TV,28,3,https://www.hulu.com/series/love-victor-3cb4c446-d459-41a2-97d2-2ea9ed164ab7,"Michael Cimino, Rachel Hilson, Anthony Turpel",,"Love, Victor - First Look • A Hulu Original"
225244,Love You to Death,Returning Series,2023-03-22,0,"This true-crime docuseries reveals the shocking details behind twisted stories of passion, jealousy and obsession that drive people to murder.",0.0,0,"Documentary, Crime, Drama","docudrama, documentary, drama",Love You to Death,/aqUBJeWHo06JA8Ff4ysN9ft1COw.jpg,,2.3989,en,TV,20,1,https://www.bet.plus/shows/love-you-to-death,Shaquille Baptiste,,
244463,Love Your Enemy,Ended,2024-11-23,69,"Born on the same day and with the same name, Seok Ji-won and Yoon Ji-won have been enemies for generations, and reunite after 18 years.",7.857,14,Drama,romcom,사랑은 외나무다리에서,/wCy1FYgjAXHHs1H1yKFmFib5XW.jpg,/xMSxt1qUxnWRm5RDfVpxpcWLFhB.jpg,4.7195,ko,TV,12,1,https://tvn.cjenm.com/ko/Love-Your-Enemy/,"Ju Ji-hoon, Jung Yu-mi, Lee Si-woo","Im Ye-jin, Park Joon-hwa",Love Your Enemy | Official Trailer | Disney+ Singapore
110180,Love in Chains,Ended,2019-02-25,45,"Kateryna is beautiful, clever and by the will of her godmother was raised as a lady of noble blood. But for the whole world, she is only someone elses property, a bondmaid of the richest landowner in Nizhyn  Chervinskyi. Struggling for her freedom and the right to be happy, she will have to endure the deaths of her closest people, become the property of a woman who hates and dreams to kill her, survive the popular uprising, escape while being chased by a maniac and flee from the one who wants ...",7.9,18,Drama,,Кріпосна,/5cLKmC9OPUByCZdNOu5Drr9J28g.jpg,/OiKYEC2y8SBa6ZcwQm7ZqQDz66.jpg,22.2154,ru,TV,96,4,https://www.stb.ua/kriposna/,"Sonia Priss, Serhiy Strelnykov, Maxim Radugin",,Love in Chains (2019) | Official International Trailer (Eng Subs.)
82816,Lovecraft Country,Canceled,2020-08-16,60,"The anthology horror series follows 25-year-old Atticus Freeman, who joins up with his friend Letitia and his Uncle George to embark on a road trip across 1950s Jim Crow America to find his missing father. They must survive and overcome both the racist terrors of white America and the malevolent spirits that could be ripped from a Lovecraft paperback.",7.164,685,"Drama, Mystery, Sci-Fi & Fantasy","based on novel or book, war veteran, supernatural, road trip, racism, 1950s, social thriller, cosmic horror, mob, jim crow laws, supernatural horror, lovecraftian, sinister",Lovecraft Country,/fz7bdjxPColvEWCGr5Kiclzc86d.jpg,/qx7qy2GJOc7yGY6WENyBU3OVv7A.jpg,7.1088,en,TV,10,1,https://www.hbo.com/lovecraft-country,"Jonathan Majors, Jurnee Smollett, Wunmi Mosaku",,"Lovecraft Country: The Craft - Special Effects Makeup Supervisor, Carey Jones | HBO"
230923,Lovely Runner,Ended,2024-04-08,70,"Right after Ryu Sun-jae, a top star, ends his life, Im Sol, his top fan, somehow ends up at a time when they were in high school and tries to protect him. A fantasy romance unfolds where people who missed each other in time finally meet.",8.569,181,"Sci-Fi & Fantasy, Drama, Comedy, Mystery","based on novel or book, affectation, romance, swimmer, butterfly effect, 2000s, playful, inspirational, idol, time slip, based on web novel, sentimental, appreciative",선재 업고 튀어,/xJQyrif5M4UMoVBrBlwUabtaRxB.jpg,/vUVPHEo4ayCO4kkNV4k0PbWPmZS.jpg,18.3659,ko,TV,16,1,https://tvn.cjenm.com/ko/Lovely-Runner/,"Byeon Woo-seok, Kim Hye-yoon, Song Geon-hee","Kim Tae-yeob, Lee Si-eun, Yoon Jong-ho","[Trailer] Lovely Runner, Watch On Viu Today!"
278404,Lovers Anonymous,Returning Series,2025-01-16,0,"Cem, scarred by a childhood that crushed his trust in love, runs the ""Love Hospital"" — until Hazal, a believer in the power of love, disrupts his life.",5.0,4,"Drama, Comedy","love, hospital",Adsz Aşklar,/fpZrwu2PQJMxrXvLx1C3G2hrjqw.jpg,/3qBBYWsK1SmIlu7UD9hNUSARGec.jpg,3.907,tr,TV,8,1,https://www.netflix.com/title/81614605,"Halit Ergenç, Funda Eryiğit",,Official Trailer [Subtitled]
63174,Lucifer,Ended,2016-01-25,45,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",8.45,14948,"Crime, Sci-Fi & Fantasy","based on comic, los angeles, california, devil, lapd",Lucifer,/ekZobS8isE6mA53RAiGDG93hBxL.jpg,/wbiPjTWpZMIB8ffBq7HvzAph4Ft.jpg,100.9605,en,TV,93,6,https://www.netflix.com/title/80057918,"Tom Ellis, Lauren German, Kevin Alejandro",,Official Trailer
210239,Lucky Hank,Canceled,2023-03-19,0,A mid-life crisis tale about the unlikely chairman of the English department in a badly underfunded college in the Pennsylvania rust belt.,6.733,60,Drama,"based on novel or book, mid-life crisis",Lucky Hank,/eKYPaXerPYUhmCsGlk8KlGkrIc9.jpg,/7PRW7HFrD6hpD8nL7YEgWKG8i1F.jpg,4.2527,en,TV,8,1,https://www.amc.com/shows/lucky-hank--1061358,"Bob Odenkirk, Mireille Enos, Cedric Yarbrough",,What Exactly IS Lucky Hank About?
243360,Ludwig,Returning Series,2024-09-25,57,"John Taylor lives in quiet solitude, designing puzzles for a living, under the nom-de-plume of 'Ludwig'. When his identical twin, James, disappears off the face of the earth, John takes over his brother's identity in a quest to discover his whereabouts.",7.704,54,"Mystery, Crime, Drama, Comedy","disappearance, twins",Ludwig,/bAKeMCNjRwRnEZAU3DRXINhZlix.jpg,/9HQnJdzu92M81huqyT9jQQyaU6P.jpg,13.407,en,TV,6,1,https://www.bbc.co.uk/programmes/m0022wvz,"David Mitchell, Anna Maxwell Martin, Dipo Ola",,Ludwig | Trailer - BBC
224763,Lupin,Ended,2007-04-09,45,,0.0,0,"Drama, Action & Adventure, Crime","playboy, thief, heir",Lupin,/9ff9TSnWCsodGFe4Lqs8mhV7paA.jpg,/wVCqbQOlxFx1LPz31xHic5bNB7r.jpg,20.1612,tl,TV,95,1,,"Richard Gutierrez, Janno Gibbs, Katrina Halili","Mike Tuviera, Maria Zita Garganera",
124888,Luther,Ended,2021-05-27,52,,6.9,5,"Drama, Crime, Mystery","police, remake",Luther,/aZVIAFJgu6X0t3p6qiiDWg1RlCM.jpg,/8AsHRySMWmlh5bIePNdBetcXB6u.jpg,0.55,fr,TV,6,1,https://www.tf1.fr/tf1/luther,"Christopher Bayemi, Barbara Cabrita, Adèle Choubard",David Morley,
204832,MASHLE MAGIC AND MUSCLES,Returning Series,2023-04-08,24,"In the magic realm, magic is everything—everyone can use it, and ones social status is determined by their skill level. Deep in the forest, oblivious to the ways of the world, lives Mash. Thanks to his daily training, hes become a fitness god, but he harbors a secret that could turn his life upside down—he cant use magic! When hes found out, rather than his life being over, hes unexpectedly enrolled in magic school, where he must beat the competition!",8.351,511,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy","martial arts, magic, parody, school, based on manga, combat, shounen, anime, magic school",マッシュル-MASHLE-,/yORTvQOQTZzZ9JRIpRH4QaIaQBm.jpg,/p1swd15DRtCnNj20U904dbXeVsi.jpg,22.4315,ja,TV,24,1,https://mashle.pw,"Chiaki Kobayashi, Reiji Kawashima, Kaito Ishikawa",,S2 Opening | Bling-Bang-Bang-Born - Creepy Nuts
77939,MEGALOBOX,Ended,2018-04-06,24,"A desolate land stretches out from the city of poverty. A motorcycle speeds recklessly, blowing clouds of sand and dust. The rider is the protagonist of this story  he has neither a name nor a past. All he has is his ring name, “Junk Dog” and a technique for rigging MEGALOBOX matches with his pal Gansaku Nanbu, which they use to support their hand-to-mouth lives. JD is bored, resigned, and unfulfilled. Yuri has been the reigning champion of MEGALOBOX for the past few years. He has the skills an...",7.9,230,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy","sports, slice of life, spin off, shounen, boxing, anime",メガロボクス,/OdNvZeDY1ruodyH51XsJKWgQIc.jpg,/qhSXmGkdZl6mJkuWON3XSAhRmLV.jpg,9.5456,ja,TV,26,2,https://megalobox.com,"Yoshimasa Hosoya, Hiroki Yasumoto, Michiyo Murase",,Megalo Box  - Trailer anime 2018
67744,MINDHUNTER,Canceled,2017-10-13,0,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,8.08,2588,"Drama, Crime","prison, based on novel or book, 1970s, fbi, psychology, interview, psychopath, serial killer, murderer, rapist, police investigation, virginia, quantico, fbi profiler, psychological profiling",MINDHUNTER,/fbKE87mojpIETWepSbD5Qt741fp.jpg,/a906PH7CDmSOdS7kmnAgdWk5mhv.jpg,16.407,en,TV,19,2,https://www.netflix.com/title/80114855,"Jonathan Groff, Holt McCallany, Anna Torv",,MINDHUNTER | Cameron Britton Transforms Into Disturbed Killer Ed Kemper | Netflix
246483,Maamla Legal Hai,Ended,2024-03-01,0,"Chaos collides with the letter of the law at District Court Patparganj, where quirky employees work to uphold justice — but not without a few objections.",7.5,15,"Comedy, Drama","courtroom, criminal lawyer, workplace comedy",मामला लीगल है,/A9krYovvsiUXcQLOnQ2O53MHVwd.jpg,/2vWxGsPxoDYnnNqsq8jlv1wiFJj.jpg,2.6075,hi,TV,8,1,https://www.netflix.com/title/81480218,"Ravi Kishan, Naila Grrewal, Nidhi Bisht",,"Maamla Legal Hai | Official Trailer | Ravi Kishan, Naila Grrewal, Nidhi Bisht, Anant V Joshi"
1104,Mad Men,Ended,2007-07-19,0,"Set in 1960-1970 New York, this sexy, stylized and provocative drama follows the lives of the ruthlessly competitive men and women of Madison Avenue advertising.",8.1,1287,Drama,"work, marketing, workplace, period drama, advertising, advertising agency, executive, madison avenue, 1960s, sexual attitudes, workplace harassment, intense, workplace politics",Mad Men,/7v8iCNzKFpdlrCMcqCoJyn74Nsa.jpg,/ljOiRmGg96ltbNaCaxUkjdXyPjK.jpg,37.0608,en,TV,92,7,https://www.amc.com/shows/mad-men--1002238,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser",,Mad Men | Trailer
72636,Made in Abyss,Ended,2017-07-07,24,"Located in the center of a remote island, the Abyss is the last unexplored region, a huge and treacherous fathomless hole inhabited by strange creatures where only the bravest adventurers descend in search of ancient relics. In the upper levels of the Abyss, Riko, a girl who dreams of becoming an explorer, stumbles upon a mysterious little boy.",8.405,529,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy","android, amnesia, post-apocalyptic future, exploration, friendship, mecha, gore, survival, curse, tragedy, orphan, based on manga, robot, dark fantasy, seinen, mysterious, anime, drastic change of life, fantasy, adventure",メイドインアビス,/f6U3odfIb3pCXMGKRTQGGF9o1Qg.jpg,/uzp513qTcHsAavlCJ58x5d73bzy.jpg,10.709,ja,TV,25,2,http://miabyss.com,"Miyu Tomita, Mariya Ise",,MADE IN ABYSS English Dub Trailer
28472,Mafiosa,Ended,2006-12-12,52,"By the will of her dead uncle who was murdered Sandra Paoli is propelled to the head of a powerful mafia clan. She becomes a respected, but also hated, woman in a world of men, murder and criminality.",7.3,13,Drama,mafia,Mafiosa,/eQ7ZufX51LhWrgGMN7SSjGUoKNm.jpg,/lfN2nJUhoCnW8STWCd2XY5j3cLu.jpg,14.6359,fr,TV,40,5,,"Hélène Fillières, Phareelle Onoyan, Véronique Volta",,MAFIOSA - Résumé officiel CANAL+ des saisons 1 à 4 [HD]
38967,Magic City,Canceled,2012-03-30,50,"Set in 1959 Miami, Florida shortly after the Cuban Revolution, Magic City tells the story of Ike Evans, the owner of Miami's most glamorous hotel, the Miramar Playa. Evans is forced to make an ill-fated deal with Miami mob boss Ben Diamond to ensure the success of his glitzy establishment.",6.911,90,Drama,"miami, florida, hotel, gangster, organized crime, period drama, 1960s",Magic City,/g06xRDpwPmhFuhqx0srjM8oqwn3.jpg,/7vu5uDJEHwJmfavMoBXIB7lnXKC.jpg,3.515,en,TV,16,2,http://www.starz.com/originals/magiccity,"Jeffrey Dean Morgan, Olga Kurylenko, Steven Strait",,Theme Song & Opening Credits
113134,Magic Moment,Ended,2020-11-14,0,"Yi Tong thought that she's very tough. She wouldn't yield to her mother but she yielded to love. After losing a mother's love, she put all her hope in love. But mockingly, love abandoned her. But her mother still cooked for her and waited for her at home. When she ran back to her mother's side, what awaited her was just the cold body and her dead mother. Yi Tong decided to face her regrets by using the time capsule her mother left behind to help her mother fulfil her regrets in life.",9.0,1,"Drama, Family",,粉紅色時光,/9QbR71vAaCLUSfn8LEmLAT1S9Nd.jpg,/bZFE4LBvuSvULNJJ6FpxSASRWi1.jpg,0.8762,zh,TV,20,1,https://v.youku.com/v_show/id_XNTg5ODg4NDc2MA==.html?,"Beatrice Fang, Wu Nien-hsuan, Chang Kuang-chen",,
734,Magnum P.I.,Ended,1980-12-11,45,"A private investigator who works when he wants, lives in a beachfront estate in Hawaii, drives a posh Ferrari, runs up an unlimited tab at a swank bar, and charms attractive women in peril - that's the lifestyle of Thomas Magnum, aka Magnum, P.I.",7.257,399,"Action & Adventure, Crime, Drama, Mystery","helicopter, hawaii, private investigator, ferrari, dobermann","Magnum, P.I.",/wKJRQYmOTzLKy6rTVkyk8NIUC6I.jpg,/zJeWBM8AiA2wS8OnBMkt1l9Yy5d.jpg,42.2077,en,TV,162,8,,"Tom Selleck, John Hillerman, Roger E. Mosley",,"Magnum, P.I. Trailer + Rare Title Sequence"
226084,Mahsusa,Returning Series,2023-05-29,0,,7.0,1,"Drama, War & Politics",,Mahsusa,/icopMK2tpNdH8doBNuM6YZcDB1y.jpg,/1fmml5uyQdQzfFIZOa6ec9w6TDM.jpg,1.963,tr,TV,18,2,https://www.tabii.com/browse/154830_134666?dt=155609,"Baran Akbulut, Abdulbaki Çiftçi, Ali Ersan Duru","Ozan Bodur, Şafak Bal",
111141,Maid,Ended,2021-09-30,0,"Alex, a young mother, escapes an abusive relationship and takes a job cleaning houses to support her two-year-old daughter, Maddy. While striving for a better future, she navigates the complexities of government assistance, deals with a dysfunctional family that includes an estranged father and a mother who has bipolar disorder, and holds on to her dream of becoming a writer.",7.94,742,Drama,"based on novel or book, homelessness, domestic abuse, poverty, maid, based on memoir or autobiography, custody",Maid,/mCiEYoZYTKqgCSMSjYlWe62Qbwo.jpg,/i65eDmzPilc9FSVboIKdSSZ8Q0E.jpg,7.1571,en,TV,10,1,https://www.netflix.com/title/81166770,"Margaret Qualley, Nick Robinson, Andie MacDowell",,Full Time
64439,Making a Murderer,Ended,2015-12-18,60,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",7.835,494,"Documentary, Crime","prison, corruption, wisconsin, revenge, trial, dirty cop, murderer, wrecking yard, criminal justice",Making a Murderer,/sy2nV3rCcJQaRK5M0NWvvTU7CBx.jpg,/i0bVPXHdvLQzE1Ld8dDwbCj1kOW.jpg,5.2357,en,TV,20,2,https://www.netflix.com/title/80000770,Kathleen Zellner,,Making A Murderer | Trailer [HD] | Netflix
2004,Malcolm in the Middle,Ended,2000-01-09,22,"A gifted young teen tries to survive life with his dimwitted, dysfunctional family.",8.5,4486,"Family, Comedy, Drama","sibling relationship, intellectually gifted, middle class, dysfunctional family, family relationships, social satire, breaking the fourth wall, family, boy genius, working mom, sitcom, boys, working class family, american family",Malcolm in the Middle,/ckLLIsNy3Z0Go1PYHA2PHzVymUA.jpg,/ysaA0BInz4071p3LKqAQnWKZCsK.jpg,82.7111,en,TV,151,7,,"Frankie Muniz, Jane Kaczmarek, Bryan Cranston",,Malcolm in the Middle Video Trailer
264288,Mamen Mayo,Returning Series,2024-11-18,0,Mamen Mayo leads a team of mediators who in each episode attempt to resolve the conflicts of interest within families entangled in inheritance disputes.,8.0,5,"Comedy, Drama","family drama, curious, dramedy, grand, admiring",Mamen Mayo,/pC5NVASLc68MCQvwXjBnP7QvCev.jpg,/9mA4Mc8IP4gL78rOcndLoA3ODmK.jpg,1.1339,es,TV,8,1,,"Silvia Abril, Pablo Capuz, Mona Martínez",,
61871,Man Seeking Woman,Canceled,2015-01-14,23,"Josh Greenberg is a naive romantic on a desperate quest for love. When his longtime girlfriend dumps him, Josh enters the dating scene, a nightmarish hellscape of untold horror. Despite the agony, Josh continues his search in the hopes of finding someone who will make all the misery worth it.",7.008,119,Comedy,"romcom, dating, sitcom, absurdist",Man Seeking Woman,/wXsJOBQm8zuYe89iItzIOeA0YTX.jpg,/lTKcyAGZ9lEBjTFGtWwvlNTLDno.jpg,8.0796,en,TV,30,3,http://www.fxnetworks.com/shows/man-seeking-woman/episodes,"Jay Baruchel, Eric André, Britt Lower",,
197588,Man Vs Bee,Ended,2022-06-24,11,"A man finds himself at war with a bee while house-sitting a luxurious mansion. Who will win, and what irreparable damage will be done in the process?",7.188,581,"Comedy, Family","slapstick comedy, house-sitting",Man Vs Bee,/c80mxgOPvSWJBcgWoI5bf3et5Ws.jpg,/coYERmVAA64FYVNa5RgJ3AFyVFv.jpg,4.769,en,TV,9,1,https://www.netflix.com/title/81222715,Rowan Atkinson,Will Davies,Official Trailer
